Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Marc Iavaroni,PF,28,PHI,12,10,13.0,1.0,2.6,.387,0.0,0.0,,1.0,2.6,.387,.387,0.5,0.5,1.000,0.9,1.5,2.4,0.5,0.3,0.3,1.3,2.0,2.5,1985/1986
Marc Iavaroni,PF,28,SAS,57,33,20.7,2.6,5.7,.464,0.0,0.1,.000,2.6,5.6,.470,.464,1.4,2.1,.664,1.5,3.4,4.8,2.0,0.5,0.6,1.8,3.4,6.7,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Dan Issel*,C,36,DEN,77,9,21.9,4.7,10.3,.459,0.0,0.1,.143,4.7,10.2,.462,.460,3.3,4.1,.806,1.0,3.3,4.3,1.8,0.8,0.4,1.2,2.2,12.8,1985/1986
Ralph Jackson,PG,22,IND,1,0,12.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,1.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,1985/1986
Clemon Johnson,C,28,PHI,58,0,15.1,2.0,4.1,.498,0.0,0.0,.000,2.0,4.0,.500,.498,0.6,0.8,.735,1.6,2.2,3.8,0.6,0.3,0.8,0.7,1.9,4.7,1985/1986
Dennis Johnson*,PG,30,BOS,80,77,37.2,6.2,13.3,.462,0.1,0.3,.269,6.1,13.0,.467,.466,3.3,3.8,.853,1.1,2.8,4.0,6.8,1.2,0.5,2.7,2.8,15.7,1985/1986
Eddie Johnson,SG,29,ATL,73,66,32.4,6.2,13.0,.479,0.3,1.0,.306,5.9,12.0,.493,.490,3.6,4.5,.798,0.5,2.1,2.6,7.8,0.6,0.1,3.3,2.5,16.3,1985/1986
Eddie Johnson,SF,25,KCK,82,81,36.9,9.4,19.1,.491,0.2,0.7,.241,9.2,18.4,.500,.496,4.0,4.5,.871,1.8,3.1,5.0,3.3,1.0,0.3,2.7,2.9,22.9,1985/1986
Frank Johnson,PG,26,WSB,46,1,20.1,3.8,7.8,.489,0.1,0.4,.353,3.7,7.4,.496,.497,1.6,2.1,.750,0.5,0.9,1.4,3.1,0.9,0.1,1.3,1.6,9.3,1985/1986
George Johnson,C,36,NJN,65,0,12.3,0.6,1.2,.532,0.0,0.0,1.000,0.6,1.2,.526,.538,0.3,0.4,.815,1.1,1.7,2.8,0.3,0.3,1.2,0.6,2.3,1.6,1985/1986
George Johnson,SF,28,PHI,55,3,13.7,1.9,4.8,.407,0.0,0.2,.100,1.9,4.6,.419,.409,0.9,1.0,.875,0.9,2.1,3.0,0.7,0.6,0.3,0.9,1.8,4.8,1985/1986
Magic Johnson*,PG,25,LAL,77,77,36.1,6.5,11.7,.561,0.1,0.5,.189,6.5,11.2,.577,.565,5.1,6.0,.843,1.2,5.0,6.2,12.6,1.5,0.3,4.0,2.0,18.3,1985/1986
Marques Johnson,SF,28,LAC,72,68,34.0,6.9,15.2,.452,0.0,0.2,.231,6.8,15.0,.454,.453,2.6,3.6,.731,2.6,3.3,5.9,3.4,1.0,0.4,2.4,2.7,16.4,1985/1986
Mickey Johnson,PF,32,GSW,66,9,23.7,4.6,10.8,.426,0.1,0.5,.233,4.5,10.4,.434,.431,3.9,4.8,.823,2.3,3.7,6.0,2.3,1.1,0.5,2.2,3.3,13.3,1985/1986
Steve Johnson,C,27,CHI,74,54,22.4,3.8,7.0,.545,0.0,0.0,.000,3.8,6.9,.548,.545,2.4,3.4,.718,2.0,3.9,5.9,0.9,0.5,0.8,2.0,3.6,10.0,1985/1986
Vinnie Johnson,SG,28,DET,82,16,25.5,5.2,11.5,.454,0.1,0.3,.185,5.2,11.2,.462,.457,2.3,3.0,.769,1.6,1.4,3.1,4.0,0.9,0.2,1.6,2.5,12.8,1985/1986
Bobby Jones*,PF,33,PHI,80,8,20.4,2.6,4.8,.538,0.0,0.1,.000,2.6,4.8,.543,.538,2.3,2.7,.861,1.3,2.4,3.7,1.9,1.1,0.6,1.5,2.3,7.5,1985/1986
Caldwell Jones,C,34,CHI,42,32,21.1,1.3,2.7,.461,0.0,0.0,.000,1.3,2.7,.469,.461,0.9,1.1,.766,1.2,3.9,5.0,0.8,0.3,0.7,1.0,3.0,3.4,1985/1986
Charles Jones,C,23,PHO,78,14,20.1,3.0,5.8,.520,0.0,0.1,.000,3.0,5.8,.524,.520,2.3,3.6,.648,1.8,3.3,5.1,1.6,0.6,0.8,1.8,1.9,8.4,1985/1986
Charles Jones,C-PF,27,TOT,31,4,21.5,2.2,4.1,.528,0.0,0.0,,2.2,4.1,.528,.528,1.3,1.9,.690,2.3,3.6,5.9,0.8,0.7,2.5,0.8,3.5,5.6,1985/1986
Charles Jones,PF,27,CHI,3,0,9.7,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,1.3,2.0,.667,0.7,1.3,2.0,0.3,0.0,1.7,1.3,2.0,2.7,1985/1986
Charles Jones,C,27,WSB,28,4,22.8,2.3,4.4,.528,0.0,0.0,,2.3,4.4,.528,.528,1.3,1.9,.692,2.5,3.9,6.4,0.9,0.8,2.6,0.8,3.6,5.9,1985/1986
Earl Jones,C,24,LAL,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1985/1986
Edgar Jones,PF,28,TOT,44,5,17.5,3.0,6.3,.473,0.0,0.1,.000,3.0,6.2,.480,.473,1.9,2.5,.739,1.1,2.8,3.9,0.7,0.5,0.7,1.4,2.8,7.8,1985/1986
Edgar Jones,PF,28,SAS,18,1,17.9,2.4,5.1,.484,0.0,0.1,.000,2.4,5.0,.489,.484,2.3,2.8,.804,0.9,2.6,3.4,1.0,0.5,1.0,1.6,2.9,7.2,1985/1986
Edgar Jones,PF,28,CLE,26,4,17.2,3.3,7.1,.467,0.0,0.1,.000,3.3,7.0,.475,.467,1.6,2.3,.683,1.3,2.9,4.2,0.4,0.4,0.4,1.3,2.7,8.2,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Major Jones,PF,31,DET,47,0,8.9,1.0,1.9,.552,0.0,0.0,,1.0,1.9,.552,.552,0.7,1.1,.647,1.0,1.7,2.7,0.3,0.2,0.3,0.7,1.2,2.7,1985/1986
Ozell Jones,C,24,SAS,67,6,13.3,1.6,2.7,.589,0.0,0.0,.000,1.6,2.7,.592,.589,0.5,1.2,.398,1.0,2.6,3.6,0.8,0.4,0.9,0.9,2.1,3.7,1985/1986
Michael Jordan*,SG,21,CHI,82,82,38.3,10.2,19.8,.515,0.1,0.6,.173,10.1,19.2,.526,.518,7.7,9.1,.845,2.0,4.5,6.5,5.9,2.4,0.8,3.5,3.5,28.2,1985/1986
Rich Kelley,C,31,UTA,77,34,16.6,1.3,2.8,.477,0.0,0.0,.000,1.3,2.8,.481,.477,1.1,1.5,.750,1.5,3.0,4.5,1.6,0.5,0.4,1.6,2.9,3.8,1985/1986
Clark Kellogg,PF,23,IND,77,65,31.8,7.3,14.4,.505,0.1,0.2,.500,7.2,14.3,.505,.509,3.9,5.1,.760,2.9,6.5,9.4,3.2,1.1,0.3,3.0,3.2,18.6,1985/1986
Greg Kelser,SF,27,IND,10,0,11.4,2.1,5.3,.396,0.0,0.1,.000,2.1,5.2,.404,.396,2.0,2.8,.714,0.6,1.3,1.9,1.3,0.7,0.0,1.2,1.6,6.2,1985/1986
Jerome Kersey,SF,22,POR,77,0,12.4,2.3,4.8,.478,0.0,0.0,.000,2.3,4.8,.482,.478,1.5,2.4,.646,1.2,1.4,2.7,0.8,0.6,0.4,0.9,1.9,6.1,1985/1986
Albert King,SF,25,NJN,42,7,20.5,5.4,11.0,.491,0.0,0.2,.000,5.4,10.8,.500,.491,2.0,2.5,.817,1.7,2.1,3.8,1.4,1.0,0.2,1.5,2.6,12.8,1985/1986
Bernard King*,SF,28,NYK,55,55,37.5,12.6,23.7,.530,0.0,0.2,.100,12.5,23.5,.534,.531,7.7,10.0,.772,2.1,3.7,5.8,3.7,1.3,0.3,3.7,3.5,32.9,1985/1986
Reggie King,SF,27,SEA,60,5,14.3,1.1,2.5,.423,0.0,0.0,,1.1,2.5,.423,.423,0.7,1.0,.695,0.7,1.3,2.0,0.9,0.5,0.2,0.7,1.2,2.8,1985/1986
Greg Kite,C,23,BOS,55,4,7.7,0.6,1.6,.375,0.0,0.0,,0.6,1.6,.375,.375,0.4,0.6,.688,0.7,0.9,1.6,0.3,0.1,0.2,0.5,1.5,1.6,1985/1986
Billy Knight,SF-SG,32,TOT,68,1,11.8,2.3,5.2,.441,0.2,0.4,.440,2.1,4.8,.441,.456,0.9,1.1,.877,0.7,1.0,1.7,1.2,0.2,0.0,1.0,0.9,5.7,1985/1986
Billy Knight,SG,32,KCK,16,0,11.8,1.9,4.3,.449,0.1,0.1,1.000,1.9,4.3,.441,.457,0.8,1.0,.813,0.6,0.8,1.4,1.3,0.1,0.1,0.8,0.9,4.8,1985/1986
Billy Knight,SF,32,SAS,52,1,11.8,2.4,5.5,.439,0.2,0.5,.417,2.2,5.0,.441,.456,1.0,1.1,.895,0.8,1.1,1.8,1.1,0.3,0.0,1.1,0.9,6.0,1985/1986
Joe Kopicki,PF,24,DEN,42,0,7.3,1.2,2.3,.526,0.0,0.1,.667,1.1,2.2,.522,.537,1.0,1.3,.796,0.7,1.4,2.0,0.7,0.3,0.0,0.7,1.4,3.5,1985/1986
Mitch Kupchak,PF,30,LAL,58,3,12.3,2.1,4.2,.504,0.0,0.0,,2.1,4.2,.504,.504,1.0,1.6,.659,1.2,2.0,3.2,0.4,0.3,0.3,0.8,1.8,5.3,1985/1986
Tom LaGarde,C,29,NJN,1,0,8.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.0,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1985/1986
Bill Laimbeer,C,27,DET,82,82,35.3,7.3,14.4,.506,0.0,0.2,.222,7.2,14.1,.510,.507,3.0,3.7,.797,3.6,8.8,12.4,1.9,0.8,0.9,1.6,3.8,17.5,1985/1986
Allen Leavell,PG,27,HOU,42,0,12.8,2.1,5.0,.421,0.2,0.9,.216,1.9,4.1,.465,.440,1.0,1.4,.772,0.2,0.7,0.9,2.4,0.5,0.1,1.2,1.5,5.4,1985/1986
Ronnie Lester,PG,26,LAL,32,1,8.7,1.1,2.6,.415,0.0,0.0,.000,1.1,2.5,.420,.415,0.7,1.0,.677,0.1,0.7,0.8,2.5,0.5,0.1,1.0,0.8,2.8,1985/1986
Fat Lever,PG,24,DEN,82,82,31.2,5.2,12.0,.430,0.1,0.3,.250,5.1,11.7,.435,.434,2.4,3.1,.770,1.8,3.2,5.0,7.5,2.5,0.4,2.5,2.8,12.8,1985/1986
Cliff Levingston,PF,24,ATL,74,53,27.3,3.9,7.5,.527,0.0,0.0,.000,3.9,7.4,.529,.527,2.0,3.0,.653,3.1,4.5,7.6,1.4,0.9,0.9,1.8,3.1,9.8,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Alton Lister,C,26,MIL,81,80,25.8,4.0,7.4,.538,0.0,0.0,.000,4.0,7.4,.539,.538,1.9,3.2,.588,2.7,5.3,8.0,1.6,0.6,2.1,2.3,3.5,9.9,1985/1986
Lewis Lloyd,SG,25,HOU,82,58,26.0,5.6,10.6,.526,0.0,0.1,.250,5.5,10.5,.528,.527,2.0,2.7,.732,1.2,1.6,2.8,3.4,0.9,0.3,2.2,2.4,13.1,1985/1986
John Long,SG,28,DET,66,55,27.6,6.5,13.4,.487,0.1,0.2,.333,6.5,13.2,.490,.490,1.6,1.9,.862,1.2,1.7,2.9,2.0,1.1,0.2,1.5,2.1,14.7,1985/1986
Sidney Lowe,PG,25,TOT,21,0,9.0,0.5,1.3,.370,0.0,0.0,.000,0.5,1.2,.385,.370,0.4,0.4,1.000,0.2,0.6,0.8,2.4,0.5,0.0,0.6,1.3,1.3,1985/1986
Sidney Lowe,PG,25,DET,6,0,5.2,0.3,1.2,.286,0.0,0.0,,0.3,1.2,.286,.286,0.0,0.0,,0.0,0.2,0.2,1.3,0.0,0.0,0.3,0.8,0.7,1985/1986
Sidney Lowe,PG,25,ATL,15,0,10.6,0.5,1.3,.400,0.0,0.1,.000,0.5,1.3,.421,.400,0.5,0.5,1.000,0.3,0.7,1.0,2.8,0.7,0.0,0.7,1.5,1.6,1985/1986
John Lucas,PG,31,HOU,47,21,24.6,4.4,9.5,.462,0.4,1.4,.318,3.9,8.1,.487,.485,2.2,2.7,.798,0.4,1.4,1.8,6.8,1.3,0.0,2.2,1.7,11.4,1985/1986
Maurice Lucas,PF,32,PHO,63,22,26.5,5.5,11.5,.476,0.0,0.1,.000,5.5,11.5,.479,.476,2.4,3.2,.750,2.2,6.7,8.8,2.3,0.6,0.3,2.4,2.9,13.4,1985/1986
Kyle Macy,PG,27,PHO,65,52,31.0,4.3,9.0,.485,0.4,1.3,.271,4.0,7.6,.521,.504,2.0,2.2,.907,0.5,2.2,2.8,5.8,1.3,0.0,1.7,2.0,11.0,1985/1986
Rick Mahorn,PF,26,WSB,77,63,26.9,2.7,5.4,.499,0.0,0.0,,2.7,5.4,.499,.499,0.9,1.4,.683,1.9,5.9,7.9,1.6,0.8,1.4,1.7,4.0,6.3,1985/1986
Jeff Malone,SG,23,WSB,76,61,34.4,8.0,16.0,.499,0.2,0.9,.208,7.8,15.0,.517,.505,2.8,3.3,.844,0.8,1.9,2.7,2.4,0.7,0.1,1.4,2.3,18.9,1985/1986
Moses Malone*,C,29,PHI,79,79,37.4,7.6,16.3,.469,0.0,0.0,.000,7.6,16.2,.470,.469,9.3,11.4,.815,4.9,8.2,13.1,1.6,0.8,1.6,3.6,2.7,24.6,1985/1986
Pace Mannion,SF,24,UTA,34,0,5.6,0.8,1.9,.429,0.0,0.0,.000,0.8,1.8,.435,.429,0.5,0.7,.696,0.4,0.3,0.7,0.8,0.5,0.1,0.5,0.5,2.1,1985/1986
Wes Matthews,PG,25,CHI,78,38,19.5,2.4,4.9,.495,0.0,0.2,.125,2.4,4.7,.511,.497,0.8,1.1,.694,0.2,0.7,0.9,4.5,0.9,0.2,1.6,1.7,5.7,1985/1986
Cedric Maxwell,SF,29,BOS,57,51,26.2,3.5,6.6,.533,0.0,0.0,.000,3.5,6.6,.536,.533,4.1,4.9,.831,1.7,2.5,4.2,1.8,0.6,0.3,1.7,2.5,11.1,1985/1986
Bob McAdoo*,C,33,LAL,66,0,19.0,4.3,8.3,.520,0.0,0.0,.000,4.3,8.3,.521,.520,1.8,2.5,.753,1.2,3.3,4.5,1.0,0.3,0.8,1.4,2.6,10.5,1985/1986
Tim McCormick,C,22,SEA,78,27,20.3,3.4,6.2,.557,0.0,0.0,.000,3.4,6.2,.558,.557,2.4,3.4,.715,1.9,3.2,5.1,1.0,0.2,0.4,1.5,2.7,9.3,1985/1986
Rodney McCray,SF,23,HOU,82,82,36.6,5.8,10.9,.535,0.0,0.1,.000,5.8,10.8,.538,.535,2.8,3.8,.738,2.5,4.1,6.6,4.3,1.1,0.9,2.2,2.6,14.4,1985/1986
Scooter McCray,PF,24,SEA,6,0,15.5,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.5,0.7,.750,1.0,1.8,2.8,1.2,0.2,0.5,1.7,2.2,2.5,1985/1986
Hank McDowell,PF,25,HOU,34,0,3.9,0.6,1.2,.476,0.0,0.0,.000,0.6,1.2,.488,.476,0.2,0.3,.700,0.2,0.4,0.6,0.3,0.1,0.1,0.2,0.6,1.4,1985/1986
Mike McGee,SF,25,LAL,76,3,15.4,4.3,8.1,.538,0.3,0.8,.361,4.0,7.3,.557,.556,1.2,2.1,.588,1.3,0.9,2.2,0.9,0.5,0.1,1.1,1.9,10.2,1985/1986
Kevin McHale*,PF,27,BOS,79,31,33.6,7.7,13.4,.570,0.0,0.1,.000,7.7,13.4,.573,.570,4.5,5.9,.760,2.9,6.1,9.0,1.8,0.4,1.5,2.0,3.0,19.8,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Kevin McKenna,SG,26,NJN,29,7,18.4,2.1,4.6,.455,0.2,0.4,.385,1.9,4.2,.463,.474,1.3,1.5,.884,0.7,1.0,1.7,2.0,1.0,0.2,1.1,2.2,5.7,1985/1986
Tom McMillen,C,32,WSB,69,21,22.4,3.7,7.7,.472,0.0,0.1,.000,3.7,7.7,.476,.472,1.6,2.0,.830,0.9,2.1,3.0,0.8,0.1,0.2,0.6,2.4,8.9,1985/1986
Mark McNamara,C,25,TOT,45,0,6.1,0.9,1.7,.526,0.0,0.0,,0.9,1.7,.526,.526,0.7,1.4,.516,0.7,1.0,1.6,0.1,0.2,0.2,0.4,0.6,2.5,1985/1986
Mark McNamara,C,25,SAS,12,0,5.3,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.8,1.5,.500,0.6,0.8,1.4,0.0,0.2,0.1,0.5,0.4,2.8,1985/1986
Mark McNamara,C,25,KCK,33,0,6.4,0.8,1.8,.483,0.0,0.0,,0.8,1.8,.483,.483,0.7,1.3,.523,0.7,1.0,1.7,0.2,0.2,0.2,0.4,0.7,2.4,1985/1986
Joe Meriweather,C,31,KCK,76,4,14.0,1.6,3.2,.498,0.0,0.0,.500,1.6,3.2,.498,.500,1.3,1.6,.774,1.2,2.2,3.5,0.4,0.2,0.4,0.7,2.4,4.5,1985/1986
Larry Micheaux,PF,24,TOT,57,0,9.9,1.6,2.8,.580,0.0,0.1,.000,1.6,2.7,.591,.580,0.5,0.8,.674,1.1,1.4,2.5,0.5,0.4,0.4,0.6,1.3,3.7,1985/1986
Larry Micheaux,PF,24,MIL,18,0,9.5,0.9,1.9,.486,0.0,0.0,,0.9,1.9,.486,.486,0.7,0.9,.706,1.0,1.4,2.4,0.7,0.4,0.4,0.4,1.4,2.6,1985/1986
Larry Micheaux,PF,24,HOU,39,0,10.1,1.9,3.1,.607,0.0,0.1,.000,1.9,3.1,.622,.607,0.4,0.7,.654,1.1,1.4,2.5,0.4,0.3,0.4,0.7,1.3,4.2,1985/1986
Mike Mitchell,SF,29,SAS,82,82,34.8,9.5,19.0,.497,0.1,0.3,.217,9.4,18.7,.502,.499,3.3,4.2,.777,1.8,3.3,5.1,1.8,0.7,0.3,1.8,2.7,22.2,1985/1986
Paul Mokeski,C,28,MIL,79,6,20.1,2.6,5.4,.478,0.0,0.0,.000,2.6,5.4,.480,.478,1.0,1.5,.698,1.4,3.8,5.2,1.3,0.4,0.4,1.1,3.4,6.2,1985/1986
Sidney Moncrief*,PG,27,MIL,73,72,37.5,7.7,15.9,.483,0.1,0.5,.273,7.6,15.5,.489,.487,6.2,7.5,.828,2.0,3.3,5.4,5.2,1.6,0.5,2.5,2.7,21.7,1985/1986
Johnny Moore,PG,26,SAS,82,82,32.8,5.1,11.1,.457,0.3,1.1,.281,4.8,10.0,.476,.471,2.3,3.0,.762,1.1,3.5,4.6,10.0,2.8,0.2,2.9,3.0,12.8,1985/1986
Jay Murphy,PF,22,LAC,23,0,6.5,0.3,2.2,.160,0.0,0.0,.000,0.3,2.1,.163,.160,0.5,0.9,.571,0.3,1.5,1.8,0.2,0.0,0.1,0.3,0.9,1.2,1985/1986
Larry Nance,PF,25,PHO,61,55,36.1,8.4,14.4,.587,0.0,0.0,.500,8.4,14.3,.587,.588,3.0,4.2,.709,3.2,5.6,8.8,2.6,1.4,1.7,2.2,3.0,19.9,1985/1986
Calvin Natt,PF,28,DEN,78,76,34.1,8.8,16.1,.546,0.0,0.0,.000,8.8,16.1,.547,.546,5.7,7.2,.793,2.7,5.1,7.8,3.1,1.0,0.4,2.4,2.3,23.3,1985/1986
Kenny Natt,SG,26,TOT,8,0,3.6,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.3,0.5,.500,0.3,0.1,0.4,0.4,0.3,0.0,0.4,0.4,0.8,1985/1986
Kenny Natt,SG,26,UTA,4,0,3.3,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.5,1.0,.500,0.3,0.3,0.5,0.0,0.3,0.0,0.8,0.5,1.5,1985/1986
Kenny Natt,SG,26,KCK,4,0,4.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.8,0.3,0.0,0.0,0.3,0.0,1985/1986
Ed Nealy,PF,24,KCK,22,0,10.2,1.2,2.0,.591,0.0,0.0,,1.2,2.0,.591,.591,0.5,0.9,.526,0.7,1.3,2.0,0.8,0.1,0.0,0.5,1.2,2.8,1985/1986
Chuck Nevitt,C,25,LAL,11,0,5.4,0.5,1.5,.294,0.0,0.0,,0.5,1.5,.294,.294,0.2,0.7,.250,0.5,1.4,1.8,0.3,0.0,1.4,0.9,1.8,1.1,1985/1986
Kurt Nimphius,C,26,DAL,82,40,24.5,2.4,5.3,.452,0.0,0.1,.000,2.4,5.2,.458,.452,1.3,1.7,.771,1.7,3.3,5.0,2.2,0.4,1.5,1.2,3.2,6.1,1985/1986
Norm Nixon,PG,29,LAC,81,81,35.7,7.4,15.8,.465,0.4,1.2,.333,7.0,14.6,.476,.478,2.1,2.7,.780,0.7,2.0,2.7,8.8,1.2,0.0,3.4,2.2,17.2,1985/1986
Audie Norris,C,24,POR,78,13,14.3,1.7,3.1,.543,0.0,0.0,.000,1.7,3.1,.550,.543,1.7,2.6,.665,1.2,2.1,3.2,0.6,0.5,0.4,1.3,2.8,5.1,1985/1986
Mike O'Koren,SF,26,NJN,43,29,26.0,4.5,9.1,.494,0.2,0.5,.381,4.3,8.7,.500,.504,1.0,1.6,.627,1.1,2.8,3.9,2.4,0.7,0.4,1.2,2.7,10.2,1985/1986
Hakeem Olajuwon*,C,22,HOU,82,82,35.5,8.3,15.3,.538,0.0,0.0,,8.3,15.3,.538,.538,4.1,6.7,.613,5.4,6.5,11.9,1.4,1.2,2.7,2.9,4.2,20.6,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
Mark Olberding,PF,28,KCK,81,62,28.1,3.3,6.5,.502,0.0,0.0,.000,3.3,6.5,.505,.502,3.6,4.3,.832,1.7,4.6,6.3,3.0,0.7,0.1,2.3,3.7,10.2,1985/1986
Jawann Oldham,C,27,CHI,63,0,15.8,1.4,3.0,.464,0.0,0.0,.000,1.4,3.0,.466,.464,0.5,0.8,.680,1.3,2.5,3.7,0.5,0.2,2.0,0.9,2.6,3.4,1985/1986
Louis Orr,PF,26,NYK,79,31,31.0,4.7,9.7,.486,0.0,0.1,.100,4.7,9.6,.491,.486,3.3,4.2,.784,2.2,2.8,4.9,1.7,1.3,0.3,1.7,2.5,12.7,1985/1986
Robert Parish*,C,31,BOS,79,78,36.1,7.0,12.9,.542,0.0,0.0,,7.0,12.9,.542,.542,3.7,5.0,.743,3.3,7.3,10.6,1.6,0.7,1.3,2.4,2.8,17.6,1985/1986
Billy Paultz,C,36,UTA,62,0,6.0,0.5,1.4,.368,0.0,0.0,,0.5,1.4,.368,.368,0.3,0.5,.643,0.4,1.2,1.5,0.3,0.1,0.2,0.5,0.8,1.3,1985/1986
Jim Paxson,SG,27,POR,68,57,33.1,7.5,14.5,.514,0.1,0.6,.154,7.4,14.0,.529,.517,2.9,3.6,.790,1.0,2.3,3.3,3.9,1.5,0.1,1.6,1.7,17.9,1985/1986
John Paxson,PG,24,SAS,78,1,16.1,2.5,4.9,.509,0.1,0.4,.294,2.4,4.5,.530,.522,1.1,1.3,.840,0.2,0.6,0.9,2.8,0.6,0.0,1.0,1.5,6.2,1985/1986
Sam Perkins,PF,23,DAL,82,42,28.3,4.2,9.0,.471,0.1,0.4,.250,4.1,8.5,.483,.478,2.4,3.0,.820,2.3,5.1,7.4,1.6,0.8,0.8,1.2,2.9,11.0,1985/1986
Jim Petersen,PF,22,HOU,60,0,11.9,1.2,2.4,.486,0.0,0.0,,1.2,2.4,.486,.486,0.8,1.1,.758,0.7,1.7,2.5,0.5,0.2,0.5,1.2,2.1,3.2,1985/1986
Ricky Pierce,SG,25,MIL,44,3,20.0,3.8,7.0,.537,0.0,0.1,.250,3.7,6.9,.541,.539,2.3,2.8,.823,1.1,1.5,2.7,2.1,0.8,0.1,1.4,2.7,9.8,1985/1986
Charles Pittman,SF,26,PHO,68,3,14.7,1.6,3.3,.471,0.0,0.0,.000,1.6,3.3,.476,.471,1.6,2.1,.747,1.3,2.0,3.3,1.0,0.3,0.3,1.5,2.1,4.8,1985/1986
Gary Plummer,PF,22,GSW,66,0,10.6,1.4,3.5,.397,0.0,0.1,.250,1.4,3.5,.399,.399,1.0,1.4,.707,0.8,1.2,2.0,0.4,0.2,0.2,0.8,1.9,3.8,1985/1986
David Pope,SF,22,KCK,22,0,5.9,0.8,2.4,.321,0.0,0.0,.000,0.8,2.4,.327,.321,0.3,0.6,.538,0.4,0.4,0.8,0.2,0.1,0.1,0.3,1.4,1.9,1985/1986
Ben Poquette,PF,29,CLE,79,6,21.0,2.7,5.8,.460,0.0,0.2,.176,2.6,5.6,.470,.463,1.4,1.7,.796,1.9,4.1,6.0,1.0,0.6,0.7,0.9,2.8,6.7,1985/1986
Paul Pressey,SF,26,MIL,80,80,36.0,6.0,11.6,.517,0.1,0.3,.350,5.9,11.4,.521,.521,4.0,5.2,.758,1.9,3.5,5.4,6.8,1.6,0.7,3.1,3.2,16.1,1985/1986
Kurt Rambis,PF,26,LAL,82,46,19.7,2.2,4.0,.554,0.0,0.0,,2.2,4.0,.554,.554,0.8,1.3,.660,2.0,4.4,6.4,0.8,1.0,0.6,1.2,2.6,5.2,1985/1986
Kelvin Ransey,PG,26,NJN,81,29,20.9,3.7,8.1,.459,0.0,0.1,.182,3.7,7.9,.463,.460,1.5,1.8,.859,0.5,1.1,1.6,4.4,1.1,0.1,1.4,1.7,8.9,1985/1986
Leo Rautins,SF,24,ATL,4,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.3,0.3,0.5,0.8,0.0,0.0,0.3,0.8,0.0,1985/1986
Robert Reid,SF,29,HOU,82,0,21.5,3.8,7.9,.481,0.0,0.2,.063,3.8,7.7,.492,.482,1.1,1.5,.698,1.0,2.3,3.3,2.1,0.6,0.3,1.2,2.4,8.7,1985/1986
Clint Richardson,SG,28,PHI,74,20,20.7,2.5,5.5,.453,0.0,0.0,.333,2.5,5.4,.454,.454,1.0,1.2,.854,0.8,1.3,2.1,2.1,0.5,0.2,1.1,1.9,6.0,1985/1986
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1985/1986
